time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Precipitation,CloudCover,Temperature,Snowfall,Wind
2007-01-02 14:00:00,36.47399999999999,11.981999999999992,29048.27,163.6000000000001,0.0,17.0,0.0,1.5046861e-07,0.985199,281.39798,0.0,6.5688367
2007-01-02 16:00:00,68.27799999999999,14.876,29025.51000000001,292.6,0.0,38.0,0.0,3.6822424e-08,0.38024902,280.3243,0.0,5.4464707
2007-01-02 18:00:00,333.3720000000001,19.002000000000006,28406.32,1407.4000000000012,0.0,45.0,2049.0,2.251731e-09,0.2846985,279.96515,0.0,5.595768
2007-01-02 20:00:00,221.01400000000004,12.698000000000002,28560.75000000001,925.3999999999997,0.0,41.0,2084.0,3.7087335e-09,0.58813477,279.9597,0.0,4.9934506
2007-01-02 22:00:00,172.66600000000003,13.158,29124.109999999986,705.9999999999994,0.0,41.0,2164.0,6.6227385e-10,0.5022583,279.88196,0.0,3.6181448
2007-01-03 00:00:00,33.914,10.258,29204.370000000006,146.60000000000005,0.0,35.0,0.0,2.6490954e-10,0.5409241,279.39343,0.0,3.441752
2007-01-03 02:00:00,33.81999999999999,9.936000000000002,29179.34999999999,144.59999999999997,0.0,28.0,0.0,0.0,0.6921997,278.26788,0.0,2.974913
2007-01-03 04:00:00,86.47799999999998,7.416000000000002,29008.619999999984,357.40000000000015,0.0,7.0,893.0,0.0,0.6656494,277.68176,0.0,3.0411193
2007-01-03 06:00:00,37.698000000000015,9.124,28933.64,158.80000000000018,0.0,35.0,77.0,0.0,0.6829834,277.16528,0.0,2.7209926
2007-01-03 08:00:00,33.96399999999999,9.984000000000002,28865.919999999995,144.40000000000003,0.0,35.0,0.0,0.0,0.4074707,276.96027,0.0,2.850217
2007-01-03 10:00:00,32.99800000000001,9.012,28773.619999999984,138.99999999999994,0.0,35.0,0.0,1.1920929e-09,0.1651001,,0.0,4.0368605
2007-01-03 12:00:00,32.70400000000001,8.41,28998.84,134.99999999999997,0.0,14.0,0.0,0.0,0.27767944,281.10583,0.0,5.457576
2007-01-03 14:00:00,33.31600000000001,9.124,29054.68000000001,139.8000000000001,0.0,21.0,0.0,0.0,0.5925598,281.555,0.0,5.45048
2007-01-03 16:00:00,93.75599999999987,8.460000000000004,28843.249999999985,386.1999999999999,0.0,34.0,1010.0,0.0,0.91400146,280.9708,0.0,5.0899167
2007-01-03 18:00:00,33.420000000000016,9.078,28594.959999999985,142.00000000000014,0.0,35.0,0.0,1.0596382e-09,1.0,280.7754,0.0,5.7538805
2007-01-03 20:00:00,33.59799999999999,9.764000000000003,28796.940000000013,141.00000000000009,0.0,35.0,0.0,5.5631e-09,1.0,280.90234,0.0,6.276393
2007-01-03 22:00:00,31.89800000000001,7.062000000000001,29248.63,138.00000000000003,0.0,2.0,0.0,1.139111e-08,1.0,280.88306,0.0,6.68736
2007-01-04 00:00:00,257.856,11.307999999999998,28800.08,1071.2000000000003,1087.0,31.0,2118.0,5.298191e-10,1.0,280.82086,0.0,7.0159698
2007-01-04 02:00:00,175.95400000000004,11.646,29154.81999999999,725.0000000000001,0.0,63.0,1860.0,5.642573e-08,1.0,281.09247,0.0,6.929416
2007-01-04 04:00:00,35.78999999999999,8.583999999999998,29150.71,151.99999999999991,0.0,37.0,0.0,9.0201695e-08,1.0,281.48572,0.0,6.9037776
2007-01-04 06:00:00,74.54599999999998,10.146000000000004,29258.95,315.8,0.0,24.0,330.0,1.4040205e-08,0.496521,282.4132,0.0,6.005625
2007-01-04 08:00:00,241.746,14.051999999999984,28854.259999999995,1005.9999999999992,0.0,57.0,2126.0,4.1325887e-08,0.3222046,282.61078,0.0,5.934931
2007-01-04 10:00:00,222.84799999999993,7.989999999999997,28651.139999999985,938.4000000000003,0.0,14.0,2097.0,1.2980567e-08,0.29660034,,0.0,6.377157
2007-01-04 12:00:00,177.51200000000003,12.409999999999995,28741.3,742.7999999999993,0.0,43.0,1986.0,2.1987491e-08,0.26690674,283.7676,0.0,6.337346
2007-01-04 14:00:00,175.28199999999993,11.131999999999998,29079.25,721.1999999999997,0.0,58.0,2159.0,7.947286e-10,0.4172058,283.8098,0.0,5.99267
2007-01-04 16:00:00,252.592,19.174000000000003,28451.209999999995,1085.0000000000002,1841.0,850.0,608.0,0.0,0.49069214,282.92474,0.0,4.785904
2007-01-04 18:00:00,414.63199999999983,41.194,28199.539999999986,1786.7999999999995,623.0,2440.0,2033.0,0.0,0.8826599,282.46228,0.0,4.9267097
2007-01-04 20:00:00,369.43200000000013,28.361999999999995,28461.070000000014,1565.2000000000005,5.0,540.0,2069.0,0.0,0.7859192,281.97174,0.0,4.9493275
2007-01-04 22:00:00,387.76200000000006,26.554000000000002,28832.93,1625.799999999998,1073.0,1244.0,2123.0,1.3245477e-10,1.0,281.9599,0.0,3.9290812
2007-01-05 00:00:00,33.62600000000001,16.976000000000006,28438.06,159.80000000000004,0.0,60.0,0.0,1.3245477e-10,0.8788147,281.8561,0.0,3.9132206
2007-01-05 02:00:00,27.32799999999999,13.394,28371.6,129.20000000000005,0.0,56.0,0.0,1.3245477e-10,1.0,282.1235,0.0,3.664768
2007-01-05 04:00:00,31.46800000000001,9.499999999999998,28452.910000000003,141.99999999999986,0.0,23.0,116.0,5.298191e-10,0.97906494,282.25464,0.0,3.8808968
2007-01-05 06:00:00,81.07600000000001,10.344000000000003,28376.47999999999,346.99999999999983,0.0,41.0,465.0,2.251731e-09,0.9812622,282.20038,0.0,4.278771
2007-01-05 08:00:00,117.72399999999996,11.56,28135.860000000004,516.7999999999995,0.0,58.0,1115.0,5.298191e-10,0.89871216,282.09467,0.0,4.371514
2007-01-05 10:00:00,228.326,13.571999999999996,27823.749999999985,985.8,0.0,57.0,1978.0,9.271834e-10,0.5918884,,0.0,4.7673936
2007-01-05 12:00:00,180.30000000000004,20.83,28199.459999999985,795.2000000000003,1003.0,54.0,96.0,7.947286e-10,0.44924927,283.59888,0.0,5.255456
2007-01-05 14:00:00,149.70200000000003,11.117999999999995,28182.149999999987,648.5999999999998,1109.0,24.0,793.0,0.0,1.0,284.37952,0.0,5.6431932
2007-01-05 16:00:00,36.082,13.254000000000012,28158.159999999985,166.39999999999972,0.0,37.0,0.0,1.0596382e-09,0.97750854,283.99884,0.0,4.6035995
2007-01-05 18:00:00,231.05599999999998,33.027999999999984,27839.49000000001,1025.4000000000008,990.0,445.0,670.0,1.6967455e-07,0.99935913,283.44794,0.0,5.2834024
2007-01-05 20:00:00,355.16599999999994,13.971999999999998,27726.820000000003,1558.6000000000006,903.0,60.0,1925.0,1.1656019e-08,1.0,283.67902,0.0,5.462198
2007-01-05 22:00:00,192.00400000000016,14.06,28232.59000000001,830.7999999999993,0.0,80.0,1388.0,2.6490954e-10,1.0,283.9898,0.0,5.046154
2007-01-06 00:00:00,39.85999999999999,16.618000000000006,28363.15,175.20000000000005,0.0,69.0,0.0,1.5894572e-09,1.0,284.23203,0.0,4.8867855
2007-01-06 02:00:00,37.20200000000001,10.854,28314.119999999984,159.39999999999995,0.0,41.0,0.0,5.2981908e-09,1.0,284.30713,0.0,4.7451925
2007-01-06 04:00:00,35.37399999999999,11.158000000000005,28256.94000000001,153.8000000000001,0.0,36.0,0.0,6.357829e-09,1.0,284.23724,0.0,4.663805
2007-01-06 06:00:00,195.44600000000003,11.647999999999994,28015.39000000001,842.5999999999997,0.0,34.0,1734.0,3.1391778e-08,1.0,284.36523,0.0,4.7124877
2007-01-06 08:00:00,156.99600000000015,9.793999999999997,27964.110000000004,666.4000000000008,0.0,34.0,1998.0,2.6490954e-10,1.0,284.40286,0.0,5.084427
2007-01-06 10:00:00,156.3059999999999,10.258,27946.900000000016,666.6000000000004,0.0,33.0,1996.0,4.371007e-09,1.0,,0.0,5.369811
2007-01-06 12:00:00,89.21799999999995,11.279999999999996,28201.97000000001,383.5999999999994,0.0,34.0,863.0,2.1457673e-08,1.0,285.09988,0.0,6.3412666
2007-01-06 14:00:00,35.878,9.559999999999997,28298.240000000005,157.6,0.0,40.0,0.0,1.8543668e-08,1.0,285.45746,0.0,6.5115795
2007-01-06 16:00:00,38.614000000000026,12.402,28335.91,174.4000000000002,0.0,44.0,0.0,2.6596916e-07,1.0,285.08377,0.0,6.675341
2007-01-06 18:00:00,53.623999999999974,12.789999999999996,28032.14000000001,242.59999999999997,0.0,42.0,0.0,2.2821956e-07,1.0,285.0714,0.0,6.816914
2007-01-06 20:00:00,140.68800000000002,14.031999999999995,28289.03,601.7999999999993,0.0,42.0,1073.0,1.11262e-08,0.8821411,284.6399,0.0,6.7793713
2007-01-06 22:00:00,65.71199999999996,12.788000000000002,28612.359999999986,288.19999999999993,0.0,34.0,0.0,0.0,1.0,282.52484,0.0,5.0963445
2007-01-07 00:00:00,209.07800000000003,19.062,28498.75,884.0000000000006,455.0,116.0,1126.0,0.0,0.9584656,281.51483,0.0,3.9261417
2007-01-07 02:00:00,64.64200000000002,9.798000000000002,28835.470000000005,277.00000000000017,514.0,8.0,0.0,0.0,0.789032,280.3793,0.0,3.4623995
2007-01-07 04:00:00,60.436000000000035,18.532,29012.22000000001,252.80000000000027,0.0,113.0,0.0,2.6490954e-10,0.84036255,279.99683,0.0,3.4825633
2007-01-07 06:00:00,52.69600000000001,7.160000000000003,28968.88,220.19999999999985,0.0,9.0,0.0,6.6227385e-10,0.7722473,279.1924,0.0,4.0514183
2007-01-07 08:00:00,85.99000000000002,17.052000000000007,28631.1,364.2000000000001,0.0,108.0,388.0,1.3245477e-10,0.65722656,278.77612,0.0,4.192603
2007-01-07 10:00:00,156.52600000000004,8.155999999999999,28625.28,650.5999999999995,0.0,16.0,1759.0,0.0,1.0,,0.0,6.107604
2007-01-07 12:00:00,45.238,15.971999999999996,28776.61,207.60000000000016,0.0,107.0,232.0,6.092919e-09,0.9942932,282.677,0.0,6.3193073
2007-01-07 14:00:00,43.38799999999999,11.930000000000005,29021.910000000014,194.1999999999997,0.0,16.0,0.0,2.1192763e-09,0.66116333,283.28323,0.0,5.475766
2007-01-07 16:00:00,35.22399999999997,20.366,28952.7,170.00000000000014,0.0,112.0,0.0,1.3245477e-10,0.52560425,282.17426,0.0,4.9622
2007-01-07 18:00:00,94.25199999999998,13.638000000000002,28699.64,423.80000000000007,0.0,10.0,576.0,5.298191e-10,0.6918335,281.95218,0.0,5.344758
2007-01-07 20:00:00,90.64800000000004,24.13400000000001,28872.560000000005,421.4,0.0,120.0,0.0,0.0,1.0,282.07242,0.0,5.9395804
2007-01-07 22:00:00,88.54600000000006,6.647999999999999,28801.579999999984,370.40000000000015,0.0,1.0,609.0,1.3245477e-09,1.0,282.9828,0.0,7.4532175
2007-01-08 00:00:00,20.448,10.601999999999997,28335.16999999999,98.39999999999996,0.0,0.0,0.0,8.90096e-08,0.76065063,283.08673,0.0,7.4214606
2007-01-08 02:00:00,24.171999999999993,10.650000000000002,28551.3,111.40000000000015,0.0,0.0,0.0,1.8980768e-07,0.021697998,283.23206,0.0,7.699387
2007-01-08 04:00:00,121.23600000000002,11.671999999999995,28312.33,517.1999999999998,0.0,0.0,921.0,1.9338395e-07,1.0,283.28918,0.0,8.169177
2007-01-08 06:00:00,39.43999999999996,9.018000000000002,28502.739999999994,175.40000000000032,0.0,0.0,336.0,6.477038e-08,1.0,283.47507,0.0,7.2583904
2007-01-08 08:00:00,170.37000000000006,10.989999999999995,22953.109999999993,742.4000000000003,667.0,0.0,1432.0,4.7683715e-09,0.46380615,283.523,0.0,5.6722016
2007-01-08 10:00:00,175.46599999999998,11.087999999999996,27889.159999999985,751.5999999999997,0.0,0.0,1988.0,0.0,0.42581177,,0.0,4.9072914
2007-01-08 12:00:00,145.4139999999999,11.097999999999995,27881.119999999984,620.7999999999997,0.0,0.0,1987.0,0.0,0.24908447,284.34418,0.0,6.14951
2007-01-08 14:00:00,180.56000000000003,18.343999999999994,27967.6,771.2000000000011,463.0,0.0,1997.0,1.3179249e-07,0.09585571,284.45703,0.0,6.1898794
2007-01-08 16:00:00,118.19399999999986,11.936000000000002,27958.739999999994,512.3999999999995,453.0,0.0,1151.0,2.2967656e-07,1.0,283.34796,0.0,6.3946576
2007-01-08 18:00:00,23.01200000000001,14.12,28288.319999999985,114.20000000000007,0.0,0.0,0.0,7.8148314e-09,0.97314453,283.83588,0.0,6.598989
2007-01-08 20:00:00,21.325999999999997,12.082,28493.09000000002,102.39999999999998,0.0,0.0,0.0,1.3245477e-10,1.0,285.19067,0.0,6.1335745
2007-01-08 22:00:00,20.700000000000017,10.956,28345.34000000001,99.20000000000006,0.0,0.0,0.0,7.920795e-08,1.0,286.10565,0.0,6.626958
2007-01-09 00:00:00,29.989999999999966,17.764,28938.74,143.0000000000002,0.0,51.0,0.0,1.973576e-08,1.0,286.27228,0.0,6.4190392
2007-01-09 02:00:00,25.81199999999999,16.344,28791.039999999994,125.80000000000014,0.0,42.0,0.0,0.0,1.0,285.9671,0.0,5.457545
2007-01-09 04:00:00,24.859999999999975,14.952000000000002,28701.26000000001,121.00000000000006,0.0,40.0,0.0,2.3841857e-09,1.0,285.9754,0.0,6.185988
2007-01-09 06:00:00,71.18999999999997,13.706000000000017,28699.11,311.39999999999986,0.0,40.0,587.0,2.6490954e-10,1.0,285.7885,0.0,6.8414493
2007-01-09 08:00:00,125.314,14.934,28624.649999999987,537.6000000000004,0.0,38.0,995.0,7.947286e-10,1.0,285.62082,0.0,6.9753957
2007-01-09 10:00:00,111.77799999999996,23.18,28286.18,487.6000000000003,0.0,40.0,1025.0,6.6227385e-10,1.0,,0.0,6.3649864
2007-01-09 12:00:00,101.37,28.18799999999999,28856.119999999984,450.6000000000003,0.0,46.0,727.0,1.4570024e-09,0.3329773,286.9253,0.0,7.5297465
2007-01-09 14:00:00,245.63,47.08000000000001,28705.190000000013,1048.4,1085.0,58.0,1726.0,0.0,0.3034973,286.90967,0.0,6.7729616
2007-01-09 16:00:00,209.84400000000002,30.76000000000001,28705.129999999986,887.1999999999997,0.0,39.0,2103.0,0.0,0.17071533,286.03802,0.0,5.9987307
2007-01-09 18:00:00,215.26400000000004,24.4,28797.1,913.6000000000003,815.0,62.0,1453.0,0.0,0.23342896,285.2282,0.0,6.04301
2007-01-09 20:00:00,239.47200000000007,33.99600000000001,28681.57000000001,1013.9999999999997,588.0,57.0,0.0,0.0,0.24215698,284.99158,0.0,6.154863
2007-01-09 22:00:00,300.96199999999993,24.542000000000005,28886.18,1253.9999999999995,9.0,56.0,1117.0,0.0,0.7832031,283.81567,0.0,6.2510285
2007-01-10 00:00:00,44.53799999999996,8.388000000000002,28858.47000000001,185.2,0.0,26.0,210.0,0.0,0.9298706,283.66656,0.0,5.7466373
2007-01-10 02:00:00,33.70599999999999,10.919999999999995,29217.619999999984,144.00000000000009,0.0,49.0,0.0,0.0,0.14819336,283.28232,0.0,5.42941
2007-01-10 04:00:00,35.17799999999998,12.527999999999993,28963.279999999984,151.79999999999995,0.0,76.0,0.0,0.0,0.02468872,282.95007,0.0,5.461024
2007-01-10 06:00:00,130.43599999999998,6.104000000000003,28778.73000000001,546.7999999999998,0.0,230.0,0.0,0.0,0.019989014,282.84967,0.0,5.2171497
2007-01-10 08:00:00,284.7759999999999,10.112,28159.379999999994,1220.4,489.0,1531.0,1395.0,0.0,0.014709473,283.01276,0.0,5.1167364
2007-01-10 10:00:00,277.98,16.354000000000006,28173.75000000001,1200.5999999999988,592.0,2465.0,1017.0,0.0,0.015655518,,0.0,4.9934793
2007-01-10 12:00:00,37.42600000000001,9.129999999999994,28813.930000000004,159.80000000000018,0.0,79.0,0.0,5.298191e-10,0.1340332,285.29285,0.0,5.670747
2007-01-10 14:00:00,39.438,14.703999999999994,28936.499999999985,178.00000000000009,0.0,110.0,0.0,3.1789145e-09,0.99871826,285.4423,0.0,8.039373
2007-01-10 16:00:00,155.796,14.46,28695.17000000002,673.1999999999998,0.0,1875.0,114.0,1.16560194e-07,0.9671631,284.31512,0.0,6.6820784
2007-01-10 18:00:00,184.13199999999992,12.635999999999992,28340.400000000005,781.2000000000003,0.0,97.0,530.0,5.5631e-09,0.12020874,282.03192,0.0,4.9735093
2007-01-10 20:00:00,191.60800000000003,12.87,28700.830000000016,799.1999999999998,0.0,83.0,568.0,0.0,0.019348145,279.41516,0.0,3.4036012
2007-01-10 22:00:00,305.908,18.528000000000013,28867.419999999995,1266.0000000000011,426.0,1.0,2126.0,0.0,0.075286865,277.74414,0.0,3.4556408
2007-01-11 00:00:00,32.021999999999984,6.992000000000001,29137.12000000001,136.8,0.0,41.0,0.0,0.0,0.19650269,276.67313,0.0,3.1319954
2007-01-11 02:00:00,31.678000000000008,7.113999999999997,29148.28,130.2,0.0,17.0,0.0,0.0,0.3755188,276.76483,0.0,3.9798856
2007-01-11 04:00:00,32.618000000000016,7.765999999999997,29053.809999999987,134.60000000000005,0.0,33.0,0.0,0.0,0.28152466,277.36066,0.0,4.565117
2007-01-11 06:00:00,91.35199999999998,5.31,28966.529999999984,375.59999999999985,0.0,17.0,1013.0,0.0,0.1769104,277.97827,0.0,6.540281
2007-01-11 08:00:00,32.01800000000002,8.213999999999999,28831.18999999999,133.80000000000007,0.0,34.0,0.0,0.0,0.04446411,278.5807,0.0,7.1341558
2007-01-11 10:00:00,31.22999999999999,7.332000000000001,28785.51000000001,132.39999999999992,0.0,16.0,0.0,1.0596382e-09,0.18109131,,0.0,7.869137
2007-01-11 12:00:00,30.691999999999968,6.816,29194.97999999999,129.39999999999986,0.0,21.0,0.0,0.0,0.9891968,282.50342,0.0,9.688165
2007-01-11 14:00:00,32.02599999999998,8.526,28996.359999999986,134.79999999999995,0.0,30.0,0.0,0.0,1.0,283.14233,0.0,9.386511
2007-01-11 16:00:00,31.247999999999994,7.223999999999998,28783.749999999996,129.39999999999998,0.0,17.0,0.0,7.947286e-10,1.0,284.13416,0.0,9.781611
2007-01-11 18:00:00,89.49199999999995,6.411999999999996,28550.10000000001,373.19999999999976,0.0,33.0,978.0,4.582935e-08,1.0,284.48938,0.0,9.997277
2007-01-11 20:00:00,30.656,6.431999999999998,28573.73,127.4,0.0,17.0,0.0,1.7762184e-07,0.9339905,284.79163,0.0,8.240617
2007-01-11 22:00:00,31.183999999999994,6.907999999999999,28929.94,130.20000000000007,0.0,17.0,0.0,7.947286e-09,0.9933777,283.76236,0.0,7.003921
2007-01-12 00:00:00,49.94799999999999,7.965999999999997,29195.269999999986,207.79999999999973,0.0,40.0,0.0,0.0,0.68481445,282.5738,0.0,5.639501
2007-01-12 02:00:00,36.594000000000015,7.0360000000000005,29285.09,158.99999999999991,0.0,20.0,46.0,0.0,0.98498535,280.9635,0.0,4.9717646
2007-01-12 04:00:00,70.33799999999998,7.074,29188.330000000005,293.39999999999964,0.0,20.0,612.0,0.0,0.80718994,280.22983,0.0,4.45877
2007-01-12 06:00:00,101.662,8.908000000000003,28962.870000000006,435.6,0.0,20.0,380.0,0.0,0.55545044,280.5339,0.0,4.011595
2007-01-12 08:00:00,251.77600000000007,9.025999999999998,28473.74,1058.8000000000004,597.0,28.0,2073.0,0.0,0.15600586,281.03323,0.0,3.9979446
2007-01-12 10:00:00,369.78399999999993,32.14199999999999,28470.379999999986,1574.0,2101.0,34.0,2072.0,0.0,0.003753662,,0.0,4.5458164
2007-01-12 12:00:00,332.93400000000014,44.42400000000001,28735.31,1414.0,1610.0,43.0,2110.0,0.0,0.34680176,284.51373,0.0,6.2363496
2007-01-12 14:00:00,262.61400000000003,22.604,29149.13,1083.3999999999996,895.0,22.0,2171.0,0.0,0.90838623,285.3245,0.0,6.220235
2007-01-12 16:00:00,318.996,15.409999999999995,28788.929999999997,1338.2,699.0,42.0,2118.0,2.3841857e-09,1.0,284.5428,0.0,5.370831
2007-01-12 18:00:00,429.50599999999986,32.955999999999996,28344.950000000004,1834.0,1402.0,21.0,2055.0,1.0596382e-09,1.0,284.5487,0.0,5.3023553
2007-01-12 20:00:00,525.63,48.96399999999999,28611.999999999985,2217.7999999999993,1677.0,43.0,2093.0,2.78155e-09,1.0,285.0043,0.0,5.40281
2007-01-12 22:00:00,385.16,52.38200000000004,28777.16,1619.8000000000006,375.0,20.0,2117.0,9.536743e-09,0.9996948,285.0869,0.0,5.216644
2007-01-13 00:00:00,72.308,14.402,29012.62000000001,314.7999999999998,0.0,36.0,613.0,5.033281e-09,1.0,284.88623,0.0,5.3337383
2007-01-13 02:00:00,33.258,11.339999999999998,29274.969999999987,157.40000000000003,0.0,16.0,0.0,8.477105e-09,1.0,284.52228,0.0,4.599056
2007-01-13 04:00:00,33.215999999999994,12.144000000000002,29152.57000000001,151.60000000000005,0.0,19.0,0.0,9.536743e-09,0.9996948,284.01477,0.0,3.9785573
2007-01-13 06:00:00,126.46799999999996,18.991999999999983,29173.98000000001,536.0000000000003,0.0,36.0,670.0,1.0596382e-09,0.99594116,283.55762,0.0,3.42368
2007-01-13 08:00:00,262.28599999999994,19.45600000000001,28644.260000000013,1110.7999999999997,1154.0,353.0,654.0,6.7551933e-09,1.0,283.0464,0.0,2.9630005
2007-01-13 10:00:00,403.98600000000016,48.76800000000002,28367.06,1730.3999999999994,1528.0,571.0,1095.0,2.1722581e-08,1.0,,0.0,4.370532
2007-01-13 12:00:00,216.5619999999999,33.997999999999976,28762.630000000005,917.9999999999997,42.0,1710.0,52.0,2.1457673e-08,1.0,284.39478,0.0,4.0492864
2007-01-13 14:00:00,222.082,18.11,29091.900000000016,921.2,936.0,90.0,1540.0,1.11262e-08,1.0,284.55127,0.0,4.579095
2007-01-13 16:00:00,291.342,20.702000000000005,28748.16000000001,1216.5999999999995,0.0,58.0,1872.0,1.139111e-08,1.0,284.02765,0.0,4.334193
2007-01-13 18:00:00,302.5560000000001,35.99000000000001,28385.910000000003,1283.6000000000004,0.0,34.0,843.0,1.139111e-08,0.98220825,283.61203,0.0,5.0582857
2007-01-13 20:00:00,569.614,34.04599999999999,27998.74,2445.1999999999985,1800.0,29.0,2004.0,4.503462e-09,0.9940491,283.6142,0.0,5.6010556
2007-01-13 22:00:00,653.136,22.788000000000004,27955.6,2826.8,2346.0,23.0,1998.0,7.947286e-10,1.0,283.65332,0.0,5.49544
2007-01-14 00:00:00,375.39400000000006,20.264000000000006,28593.639999999985,1596.8000000000004,0.0,40.0,273.0,0.0,0.9996948,283.4494,0.0,5.4526834
2007-01-14 02:00:00,240.07000000000008,17.808,28959.46000000001,1043.8,647.0,39.0,737.0,2.6490954e-10,1.0,283.2337,0.0,5.0954967
2007-01-14 04:00:00,139.7,13.854,28926.539999999994,630.8,0.0,39.0,0.0,7.947286e-10,0.39294434,282.37915,0.0,3.6487758
2007-01-14 06:00:00,163.03,13.914000000000001,28811.679999999986,725.6000000000003,0.0,37.0,0.0,9.271834e-10,0.07757568,279.31146,0.0,1.7461773
2007-01-14 08:00:00,212.472,8.828000000000003,28734.490000000005,925.2,0.0,11.0,686.0,0.0,0.035980225,277.34937,0.0,1.8608958
2007-01-14 10:00:00,164.69600000000008,13.416000000000004,28539.709999999995,712.4000000000011,0.0,324.0,1106.0,0.0,0.05404663,,0.0,1.940973
2007-01-14 12:00:00,120.67200000000004,26.378,28715.899999999994,524.9999999999994,0.0,331.0,709.0,0.0,0.09057617,283.70984,0.0,1.7542
2007-01-14 14:00:00,235.47199999999995,24.002,29077.189999999995,979.2000000000003,506.0,92.0,2157.0,0.0,0.08895874,284.1051,0.0,0.79932296
2007-01-14 16:00:00,458.2160000000002,23.11200000000001,28396.18,1953.6,624.0,2951.0,1150.0,0.0,0.18899536,281.81558,0.0,0.15843892
2007-01-14 18:00:00,409.826,31.812000000000005,27741.14000000001,1762.4000000000015,0.0,271.0,1984.0,0.0,0.34173584,277.83646,0.0,0.6071188
2007-01-14 20:00:00,318.0319999999998,20.786,28251.96,1349.4,0.0,28.0,2039.0,0.0,0.3250122,276.17908,0.0,0.8013713
2007-01-14 22:00:00,170.23600000000013,12.945999999999994,28916.75,701.2000000000007,0.0,52.0,2134.0,0.0,0.42160034,275.04028,0.0,0.76212764
2007-01-15 00:00:00,161.9420000000001,10.868000000000002,28951.520000000004,663.2000000000005,0.0,26.0,2138.0,0.0,0.54571533,275.25543,0.0,0.8455966
2007-01-15 02:00:00,45.11200000000004,12.072000000000005,29350.75,195.60000000000042,0.0,25.0,191.0,2.6490954e-10,0.7284851,275.5759,0.0,1.5342965
2007-01-15 04:00:00,32.13599999999999,9.597999999999997,29233.6,139.00000000000009,0.0,25.0,0.0,5.298191e-10,0.77941895,275.34018,0.0,1.860737
