time,Precipitation,CloudCover,Temperature,Snowfall,Wind
2007-01-07 16:00:00,1.3245477e-10,0.52560425,282.17426,0.0,4.9622
2007-01-07 18:00:00,5.298191e-10,0.6918335,281.95218,0.0,5.344758
2007-01-07 20:00:00,0.0,1.0,282.07242,0.0,5.9395804
2007-01-07 22:00:00,1.3245477e-09,1.0,282.9828,0.0,7.4532175
2007-01-08 00:00:00,8.90096e-08,0.76065063,283.08673,0.0,7.4214606
2007-01-08 02:00:00,1.8980768e-07,0.021697998,283.23206,0.0,7.699387
2007-01-08 04:00:00,1.9338395e-07,1.0,283.28918,0.0,8.169177
2007-01-08 06:00:00,6.477038e-08,1.0,283.47507,0.0,7.2583904
2007-01-08 08:00:00,4.7683715e-09,0.46380615,283.523,0.0,5.6722016
2007-01-08 10:00:00,0.0,0.42581177,,0.0,4.9072914
2007-01-08 12:00:00,0.0,0.24908447,284.34418,0.0,6.14951
2007-01-08 14:00:00,1.3179249e-07,0.09585571,284.45703,0.0,6.1898794
2007-01-08 16:00:00,2.2967656e-07,1.0,283.34796,0.0,6.3946576
2007-01-08 18:00:00,7.8148314e-09,0.97314453,283.83588,0.0,6.598989
2007-01-08 20:00:00,1.3245477e-10,1.0,285.19067,0.0,6.1335745
2007-01-08 22:00:00,7.920795e-08,1.0,286.10565,0.0,6.626958
2007-01-09 00:00:00,1.973576e-08,1.0,286.27228,0.0,6.4190392
2007-01-09 02:00:00,0.0,1.0,285.9671,0.0,5.457545
2007-01-09 04:00:00,2.3841857e-09,1.0,285.9754,0.0,6.185988
2007-01-09 06:00:00,2.6490954e-10,1.0,285.7885,0.0,6.8414493
2007-01-09 08:00:00,7.947286e-10,1.0,285.62082,0.0,6.9753957
2007-01-09 10:00:00,6.6227385e-10,1.0,,0.0,6.3649864
2007-01-09 12:00:00,1.4570024e-09,0.3329773,286.9253,0.0,7.5297465
2007-01-09 14:00:00,0.0,0.3034973,286.90967,0.0,6.7729616
2007-01-09 16:00:00,0.0,0.17071533,286.03802,0.0,5.9987307
2007-01-09 18:00:00,0.0,0.23342896,285.2282,0.0,6.04301
2007-01-09 20:00:00,0.0,0.24215698,284.99158,0.0,6.154863
2007-01-09 22:00:00,0.0,0.7832031,283.81567,0.0,6.2510285
2007-01-10 00:00:00,0.0,0.9298706,283.66656,0.0,5.7466373
2007-01-10 02:00:00,0.0,0.14819336,283.28232,0.0,5.42941
2007-01-10 04:00:00,0.0,0.02468872,282.95007,0.0,5.461024
2007-01-10 06:00:00,0.0,0.019989014,282.84967,0.0,5.2171497
2007-01-10 08:00:00,0.0,0.014709473,283.01276,0.0,5.1167364
2007-01-10 10:00:00,0.0,0.015655518,,0.0,4.9934793
2007-01-10 12:00:00,5.298191e-10,0.1340332,285.29285,0.0,5.670747
2007-01-10 14:00:00,3.1789145e-09,0.99871826,285.4423,0.0,8.039373
2007-01-10 16:00:00,1.16560194e-07,0.9671631,284.31512,0.0,6.6820784
2007-01-10 18:00:00,5.5631e-09,0.12020874,282.03192,0.0,4.9735093
2007-01-10 20:00:00,0.0,0.019348145,279.41516,0.0,3.4036012
2007-01-10 22:00:00,0.0,0.075286865,277.74414,0.0,3.4556408
2007-01-11 00:00:00,0.0,0.19650269,276.67313,0.0,3.1319954
2007-01-11 02:00:00,0.0,0.3755188,276.76483,0.0,3.9798856
2007-01-11 04:00:00,0.0,0.28152466,277.36066,0.0,4.565117
2007-01-11 06:00:00,0.0,0.1769104,277.97827,0.0,6.540281
2007-01-11 08:00:00,0.0,0.04446411,278.5807,0.0,7.1341558
2007-01-11 10:00:00,1.0596382e-09,0.18109131,,0.0,7.869137
2007-01-11 12:00:00,0.0,0.9891968,282.50342,0.0,9.688165
2007-01-11 14:00:00,0.0,1.0,283.14233,0.0,9.386511
2007-01-11 16:00:00,7.947286e-10,1.0,284.13416,0.0,9.781611
2007-01-11 18:00:00,4.582935e-08,1.0,284.48938,0.0,9.997277
2007-01-11 20:00:00,1.7762184e-07,0.9339905,284.79163,0.0,8.240617
2007-01-11 22:00:00,7.947286e-09,0.9933777,283.76236,0.0,7.003921
2007-01-12 00:00:00,0.0,0.68481445,282.5738,0.0,5.639501
2007-01-12 02:00:00,0.0,0.98498535,280.9635,0.0,4.9717646
2007-01-12 04:00:00,0.0,0.80718994,280.22983,0.0,4.45877
2007-01-12 06:00:00,0.0,0.55545044,280.5339,0.0,4.011595
2007-01-12 08:00:00,0.0,0.15600586,281.03323,0.0,3.9979446
2007-01-12 10:00:00,0.0,0.003753662,,0.0,4.5458164
2007-01-12 12:00:00,0.0,0.34680176,284.51373,0.0,6.2363496
2007-01-12 14:00:00,0.0,0.90838623,285.3245,0.0,6.220235
2007-01-12 16:00:00,2.3841857e-09,1.0,284.5428,0.0,5.370831
2007-01-12 18:00:00,1.0596382e-09,1.0,284.5487,0.0,5.3023553
2007-01-12 20:00:00,2.78155e-09,1.0,285.0043,0.0,5.40281
2007-01-12 22:00:00,9.536743e-09,0.9996948,285.0869,0.0,5.216644
2007-01-13 00:00:00,5.033281e-09,1.0,284.88623,0.0,5.3337383
2007-01-13 02:00:00,8.477105e-09,1.0,284.52228,0.0,4.599056
2007-01-13 04:00:00,9.536743e-09,0.9996948,284.01477,0.0,3.9785573
2007-01-13 06:00:00,1.0596382e-09,0.99594116,283.55762,0.0,3.42368
2007-01-13 08:00:00,6.7551933e-09,1.0,283.0464,0.0,2.9630005
2007-01-13 10:00:00,2.1722581e-08,1.0,,0.0,4.370532
2007-01-13 12:00:00,2.1457673e-08,1.0,284.39478,0.0,4.0492864
2007-01-13 14:00:00,1.11262e-08,1.0,284.55127,0.0,4.579095
2007-01-13 16:00:00,1.139111e-08,1.0,284.02765,0.0,4.334193
2007-01-13 18:00:00,1.139111e-08,0.98220825,283.61203,0.0,5.0582857
2007-01-13 20:00:00,4.503462e-09,0.9940491,283.6142,0.0,5.6010556
2007-01-13 22:00:00,7.947286e-10,1.0,283.65332,0.0,5.49544
2007-01-14 00:00:00,0.0,0.9996948,283.4494,0.0,5.4526834
2007-01-14 02:00:00,2.6490954e-10,1.0,283.2337,0.0,5.0954967
2007-01-14 04:00:00,7.947286e-10,0.39294434,282.37915,0.0,3.6487758
2007-01-14 06:00:00,9.271834e-10,0.07757568,279.31146,0.0,1.7461773
2007-01-14 08:00:00,0.0,0.035980225,277.34937,0.0,1.8608958
2007-01-14 10:00:00,0.0,0.05404663,,0.0,1.940973
2007-01-14 12:00:00,0.0,0.09057617,283.70984,0.0,1.7542
2007-01-14 14:00:00,0.0,0.08895874,284.1051,0.0,0.79932296
2007-01-14 16:00:00,0.0,0.18899536,281.81558,0.0,0.15843892
2007-01-14 18:00:00,0.0,0.34173584,277.83646,0.0,0.6071188
2007-01-14 20:00:00,0.0,0.3250122,276.17908,0.0,0.8013713
2007-01-14 22:00:00,0.0,0.42160034,275.04028,0.0,0.76212764
2007-01-15 00:00:00,0.0,0.54571533,275.25543,0.0,0.8455966
2007-01-15 02:00:00,2.6490954e-10,0.7284851,275.5759,0.0,1.5342965
2007-01-15 04:00:00,5.298191e-10,0.77941895,275.34018,0.0,1.860737
2007-01-15 06:00:00,1.3245477e-10,0.91104126,274.93903,0.0,2.1430988
2007-01-15 08:00:00,3.973643e-10,1.0,275.07324,0.0,2.6754618
2007-01-15 10:00:00,2.6490954e-10,0.9924927,,0.0,3.009103
2007-01-15 12:00:00,0.0,0.6565857,280.4743,0.0,3.4689991
2007-01-15 14:00:00,2.6490954e-10,0.72280884,281.8438,0.0,3.4075036
2007-01-15 16:00:00,0.0,0.7145996,280.7702,0.0,2.1890886
2007-01-15 18:00:00,0.0,0.91607666,280.129,0.0,3.0911076
2007-01-15 20:00:00,0.0,0.86105347,279.8971,0.0,3.4484837
2007-01-15 22:00:00,2.6490954e-10,0.6066284,280.54507,0.0,3.3891149
2007-01-16 00:00:00,0.0,0.7355652,280.43112,0.0,2.9093368
2007-01-16 02:00:00,0.0,0.81640625,280.15997,0.0,2.4361253
2007-01-16 04:00:00,0.0,0.31274414,279.37683,0.0,2.4166753
2007-01-16 06:00:00,0.0,0.14501953,278.57755,0.0,2.566838
2007-01-16 08:00:00,0.0,0.159729,277.89487,0.0,2.6590655
2007-01-16 10:00:00,0.0,0.1423645,,0.0,3.2117352
2007-01-16 12:00:00,0.0,0.71951294,280.3356,0.0,3.6897736
2007-01-16 14:00:00,6.6227385e-10,1.0,282.00195,0.0,4.6835837
2007-01-16 16:00:00,4.7683715e-09,1.0,282.51105,0.0,3.9177563
2007-01-16 18:00:00,2.78155e-09,1.0,282.41193,0.0,4.175335
2007-01-16 20:00:00,1.1258655e-08,1.0,281.9765,0.0,4.5841107
2007-01-16 22:00:00,2.3815367e-07,1.0,282.03662,0.0,4.693624
2007-01-17 00:00:00,6.6227384e-09,1.0,282.54962,0.0,4.837478
2007-01-17 02:00:00,0.0,1.0,283.11038,0.0,4.9451704
2007-01-17 04:00:00,3.973643e-10,0.9640503,283.36627,0.0,5.131808
2007-01-17 06:00:00,5.298191e-10,0.9940491,283.49023,0.0,5.870251
2007-01-17 08:00:00,0.0,0.97750854,284.0488,0.0,6.8651037
2007-01-17 10:00:00,2.6490954e-10,0.8589783,,0.0,8.052412
2007-01-17 12:00:00,3.5762786e-09,0.2340393,285.6139,0.0,8.805696
2007-01-17 14:00:00,2.6358498e-08,0.9503174,285.80518,0.0,9.394128
2007-01-17 16:00:00,1.2477238e-07,0.7279358,285.09714,0.0,8.479415
2007-01-17 18:00:00,1.180172e-07,0.98825073,285.01874,0.0,8.002836
2007-01-17 20:00:00,1.3722314e-07,1.0,284.98352,0.0,8.504743
2007-01-17 22:00:00,4.551146e-07,0.99905396,284.45093,0.0,8.356883
2007-01-18 00:00:00,3.1868618e-07,1.0,284.851,0.0,8.758231
2007-01-18 02:00:00,1.5364753e-08,1.0,285.74078,0.0,9.57866
2007-01-18 04:00:00,3.7087335e-09,1.0,286.15796,0.0,9.397963
2007-01-18 06:00:00,1.5894573e-08,1.0,286.51434,0.0,10.524444
2007-01-18 08:00:00,1.2463994e-07,1.0,286.6933,0.0,11.205597
2007-01-18 10:00:00,1.4702479e-08,1.0,,0.0,10.76389
2007-01-18 12:00:00,1.3245477e-09,1.0,286.92105,0.0,11.565237
2007-01-18 14:00:00,0.0,1.0,287.2676,0.0,11.5526905
2007-01-18 16:00:00,1.001358e-07,1.0,287.20514,0.0,10.664281
2007-01-18 18:00:00,1.306004e-07,1.0,287.27286,0.0,9.639261
2007-01-18 20:00:00,2.3974312e-08,1.0,287.14948,0.0,8.501015
2007-01-18 22:00:00,1.753701e-07,1.0,286.54526,0.0,6.5050564
2007-01-19 00:00:00,5.9604646e-09,1.0,286.62204,0.0,9.065605
2007-01-19 02:00:00,0.0,1.0,286.49048,0.0,9.059011
2007-01-19 04:00:00,5.298191e-10,1.0,286.35193,0.0,8.4471
2007-01-19 06:00:00,0.0,1.0,286.3307,0.0,8.149912
2007-01-19 08:00:00,9.271834e-10,1.0,286.4873,0.0,7.656962
2007-01-19 10:00:00,2.78155e-09,1.0,,0.0,5.750177
2007-01-19 12:00:00,6.092919e-09,1.0,287.55188,0.0,5.5035124
2007-01-19 14:00:00,1.1920929e-08,1.0,287.70966,0.0,5.364427
2007-01-19 16:00:00,3.973643e-09,1.0,287.3501,0.0,5.0125914
2007-01-19 18:00:00,5.033281e-09,1.0,286.5014,0.0,5.2262864
2007-01-19 20:00:00,1.3245477e-09,0.9840698,286.2402,0.0,5.5689516
2007-01-19 22:00:00,3.1789145e-09,1.0,285.85983,0.0,5.9565806
2007-01-20 00:00:00,1.721912e-09,1.0,285.56393,0.0,6.1915154
2007-01-20 02:00:00,1.0066562e-08,1.0,285.57745,0.0,6.2651954
2007-01-20 04:00:00,1.66893e-08,1.0,285.53998,0.0,6.9344945
2007-01-20 06:00:00,4.9008264e-09,0.97406006,285.58588,0.0,7.316322
2007-01-20 08:00:00,2.6490954e-09,0.9859314,285.59293,0.0,7.707351
2007-01-20 10:00:00,3.443824e-09,0.99624634,,0.0,6.82499
2007-01-20 12:00:00,0.0,0.9996948,286.7392,0.0,10.854718
2007-01-20 14:00:00,8.953942e-08,1.0,286.35968,0.0,7.6421633
2007-01-20 16:00:00,2.7683046e-07,1.0,283.81277,0.0,4.931754
2007-01-20 18:00:00,8.7155236e-08,0.9359741,282.6217,0.0,3.799624
2007-01-20 20:00:00,1.973576e-08,0.90093994,282.10873,0.0,3.7608247
2007-01-20 22:00:00,5.298191e-10,0.48382568,281.16312,0.0,3.8270783
2007-01-21 00:00:00,0.0,0.02029419,279.90906,0.0,4.955519
2007-01-21 02:00:00,0.0,0.013122559,279.5832,0.0,6.2356086
2007-01-21 04:00:00,0.0,0.372406,279.62347,0.0,7.1672525
2007-01-21 06:00:00,0.0,0.28625488,279.7631,0.0,7.1278925
2007-01-21 08:00:00,0.0,0.23971558,279.47043,0.0,5.8019
2007-01-21 10:00:00,0.0,0.29812622,,0.0,6.554778
2007-01-21 12:00:00,0.0,0.4574585,282.5116,0.0,7.1911297
2007-01-21 14:00:00,1.5894573e-08,0.7160034,282.82388,0.0,6.4294953
2007-01-21 16:00:00,2.22524e-08,0.604187,280.74945,0.0,4.8654165
2007-01-21 18:00:00,0.0,0.2934265,278.95862,0.0,3.7377574
2007-01-21 20:00:00,0.0,0.05569458,277.77893,0.0,3.1184306
2007-01-21 22:00:00,0.0,0.004058838,276.71655,0.0,3.356415
2007-01-22 00:00:00,0.0,0.0,276.19604,0.0,2.831871
2007-01-22 02:00:00,0.0,0.0,275.25784,0.0,2.0636504
2007-01-22 04:00:00,0.0,0.0,275.00977,0.0,1.7598495
2007-01-22 06:00:00,0.0,0.0,274.86053,0.0,1.7292013
2007-01-22 08:00:00,5.298191e-10,0.18273926,274.58978,0.0,1.6606514
2007-01-22 10:00:00,1.2583203e-08,0.33328247,,0.0,1.6464056
2007-01-22 12:00:00,7.947286e-10,0.59402466,278.9916,0.0,0.8329053
2007-01-22 14:00:00,8.742014e-09,0.95129395,280.1356,0.0,2.2829254
2007-01-22 16:00:00,6.887648e-09,0.35931396,279.55807,0.0,2.8624272
2007-01-22 18:00:00,3.1789146e-08,0.20315552,278.85522,0.0,3.6235352
2007-01-22 20:00:00,2.4769042e-08,0.3465271,278.42017,0.0,5.035517
2007-01-22 22:00:00,1.3510387e-08,0.56030273,277.80707,0.0,5.8433337
2007-01-23 00:00:00,4.887581e-08,0.7956848,277.01947,0.0,7.297723
2007-01-23 02:00:00,5.9604646e-09,0.025756836,275.16272,3.1458007e-09,7.75084
2007-01-23 04:00:00,7.947286e-10,0.015075684,274.42578,8.278423e-10,7.6439424
2007-01-23 06:00:00,1.3245477e-10,0.00970459,273.80432,6.6227385e-11,8.467873
2007-01-23 08:00:00,1.3245477e-10,0.0,273.46057,1.3245477e-10,8.711716
2007-01-23 10:00:00,0.0,0.0,,3.3113692e-11,7.9769344
2007-01-23 12:00:00,0.0,0.004058838,274.01776,0.0,8.961171
2007-01-23 14:00:00,0.0,0.010009766,274.6595,0.0,8.160565
2007-01-23 16:00:00,0.0,0.046875,274.68396,0.0,8.810588
2007-01-23 18:00:00,0.0,0.040008545,274.04224,0.0,7.4277024
2007-01-23 20:00:00,0.0,0.06781006,273.51913,0.0,6.3821898
2007-01-23 22:00:00,0.0,0.03250122,272.83356,0.0,6.023798
2007-01-24 00:00:00,0.0,0.028747559,272.65344,0.0,5.353564
2007-01-24 02:00:00,0.0,0.071899414,272.4154,1.6556846e-11,4.4033904
2007-01-24 04:00:00,1.3245477e-10,0.0843811,272.50256,1.3245477e-10,3.7119648
2007-01-24 06:00:00,1.4570024e-09,0.38726807,272.66522,1.4570024e-09,3.1906457
2007-01-24 08:00:00,2.0133124e-08,0.7654114,273.24487,2.0133124e-08,2.7659862
2007-01-24 10:00:00,9.934108e-09,0.80810547,,9.735425e-09,2.6096928
2007-01-24 12:00:00,4.635917e-09,0.93258667,275.6626,6.6227385e-11,2.2849479
2007-01-24 14:00:00,2.9007595e-08,0.8152466,275.6941,4.635917e-10,1.9238015
2007-01-24 16:00:00,2.7020773e-08,0.19247437,274.70123,0.0,2.0722985
2007-01-24 18:00:00,3.417333e-08,0.348938,273.4045,1.3444159e-08,1.0767406
2007-01-24 20:00:00,1.1920929e-09,0.015014648,272.85492,1.1258655e-09,1.2397816
2007-01-24 22:00:00,0.0,0.0009460449,271.96442,0.0,2.0935988
2007-01-25 00:00:00,0.0,0.00064086914,271.3589,0.0,3.0883558
2007-01-25 02:00:00,0.0,0.0,270.7622,0.0,3.839875
2007-01-25 04:00:00,0.0,0.003753662,270.3999,0.0,4.3184996
2007-01-25 06:00:00,0.0,0.08654785,270.13263,9.934108e-11,4.6354756
2007-01-25 08:00:00,2.6490954e-10,0.137146,270.0578,2.8146638e-10,4.9660892
2007-01-25 10:00:00,0.0,0.51657104,,3.3113692e-11,5.9939427
2007-01-25 12:00:00,0.0,1.0,272.2824,6.6227385e-11,6.010786
2007-01-25 14:00:00,7.947286e-10,0.8872986,273.19983,8.278423e-10,6.4583836
2007-01-25 16:00:00,0.0,0.9640503,273.1944,1.1589792e-10,5.1807327
2007-01-25 18:00:00,0.0,0.7279358,272.26093,0.0,4.0979123
2007-01-25 20:00:00,0.0,0.31140137,271.3555,0.0,3.5648444
2007-01-25 22:00:00,0.0,0.002532959,270.34552,0.0,3.165549
2007-01-26 00:00:00,0.0,0.0,269.35135,0.0,2.2321982
2007-01-26 02:00:00,0.0,0.0,268.50635,0.0,1.8618213
2007-01-26 04:00:00,0.0,0.041534424,268.2133,0.0,1.767872
2007-01-26 06:00:00,0.0,0.053741455,267.91812,0.0,0.8218331
2007-01-26 08:00:00,0.0,0.019073486,267.95978,0.0,0.3830672
2007-01-26 10:00:00,0.0,0.030029297,,0.0,1.943849
2007-01-26 12:00:00,0.0,0.3692932,273.78384,3.3113692e-11,2.3959777
2007-01-26 14:00:00,0.0,0.2614746,275.375,3.3113692e-11,3.0514884
2007-01-26 16:00:00,5.298191e-10,0.8942566,275.04636,3.3113692e-11,2.0995393
2007-01-26 18:00:00,8.477105e-09,0.9996948,274.35352,6.655852e-09,3.0456703
2007-01-26 20:00:00,1.139111e-08,0.8909912,274.39627,1.1258655e-08,3.4327643
2007-01-26 22:00:00,7.947286e-10,0.68063354,274.82184,9.934108e-11,2.730301
2007-01-27 00:00:00,2.6490954e-10,0.5626221,274.19778,0.0,2.7144008
2007-01-27 02:00:00,1.3245477e-10,0.9468994,274.2575,0.0,2.6992812
2007-01-27 04:00:00,6.6227385e-10,0.64437866,274.39603,0.0,2.747533
2007-01-27 06:00:00,5.298191e-10,0.42004395,274.23444,0.0,2.6133707
2007-01-27 08:00:00,6.6227385e-10,0.30252075,274.3714,0.0,2.565674
2007-01-27 10:00:00,2.6490954e-10,0.19311523,,0.0,2.5364132
2007-01-27 12:00:00,2.9140048e-09,0.7222595,279.33478,0.0,3.352176
2007-01-27 14:00:00,6.887648e-09,0.58914185,280.74823,0.0,2.6316736
2007-01-27 16:00:00,0.0,0.8942261,279.94864,0.0,0.6578082
2007-01-27 18:00:00,0.0,0.5381775,278.0476,0.0,1.0470135
2007-01-27 20:00:00,0.0,0.24945068,276.16345,0.0,1.5131692
2007-01-27 22:00:00,0.0,0.059753418,275.46674,0.0,1.1488374
2007-01-28 00:00:00,0.0,0.053100586,275.10852,0.0,1.62881
2007-01-28 02:00:00,0.0,0.045013428,274.6769,0.0,1.792457
2007-01-28 04:00:00,0.0,0.084869385,274.76337,0.0,2.3632035
2007-01-28 06:00:00,0.0,0.5543518,275.25708,0.0,2.7784042
2007-01-28 08:00:00,5.298191e-10,0.8972473,275.414,0.0,3.758651
2007-01-28 10:00:00,3.443824e-09,0.98812866,,0.0,4.0584664
2007-01-28 12:00:00,1.3245477e-09,1.0,279.216,0.0,5.1362677
2007-01-28 14:00:00,2.3841857e-09,0.9940491,279.31097,0.0,5.093647
2007-01-28 16:00:00,1.3245477e-09,0.90844727,279.0518,0.0,4.1947746
2007-01-28 18:00:00,9.801653e-09,0.960907,278.7804,0.0,2.9581494
2007-01-28 20:00:00,7.947286e-10,0.99154663,278.41003,0.0,2.9849176
2007-01-28 22:00:00,8.874469e-09,0.98965454,278.61438,0.0,3.0466452
2007-01-29 00:00:00,2.5166405e-09,0.94277954,278.54617,0.0,3.0221357
2007-01-29 02:00:00,1.1258655e-08,0.96502686,278.41968,0.0,2.4521506
2007-01-29 04:00:00,9.404288e-09,0.99594116,278.327,0.0,2.274945
2007-01-29 06:00:00,4.2385526e-09,0.9984131,278.2594,0.0,1.6229836
2007-01-29 08:00:00,3.3113692e-09,0.9996948,278.00323,0.0,1.4877303
2007-01-29 10:00:00,1.3245477e-09,0.9637451,,0.0,1.4314233
2007-01-29 12:00:00,5.298191e-10,0.9312744,281.34833,0.0,1.463028
2007-01-29 14:00:00,0.0,0.94647217,281.79852,0.0,1.3983507
2007-01-29 16:00:00,0.0,0.98184204,281.40833,0.0,0.9457014
2007-01-29 18:00:00,5.298191e-10,0.94281006,280.1006,0.0,1.6683964
2007-01-29 20:00:00,1.3245477e-09,0.8291321,279.35663,0.0,1.9987411
2007-01-29 22:00:00,3.973643e-10,0.86465454,278.32602,0.0,1.8579233
2007-01-30 00:00:00,2.3841857e-09,0.9586792,278.37427,0.0,2.096362
